Id,CourseType,Name,Description,Notes,ExternalId,AccessDate,ExpireType,ExpireDuration,ExpiryDate,ActiveStatus,TagIds,ResourceIds,EditorIds,Prices,CompetencyDefinitionIds,PrerequisiteCourseIds,PostEnrollmentCourseIds,AllowCourseEvaluation,CategoryId,CertificateUrl,Audience,Goals,Vendor,CompanyCost,LearnerCost,CompanyTime,LearnerTime,DateEdited,DateAdded,Category,deeplink
ec4ff246-4f3f-4e01-ab39-35065ac979ee,OnlineCourse,Clinical Operations Training Assignment Matrix,Interactive matrix of training required for different roles and groups.,None,None,None,0,"{'Years': 0, 'Months': 0, 'Days': 0, 'Hours': 0}",None,0,[],[],[],[],[],[],[],False,2d071251-ee19-455c-9f90-bde248fe57fe,None,ClinOps,LastReview=2023|NextReview=|ContentExpert=Peter Tiziani|Commnets=,None,None,None,None,None,2023-07-22T18:29:51.637,2023-03-22T21:16:16.753,Onboarding,https://gilead.myabsorb.com/#/online-courses/ec4ff246-4f3f-4e01-ab39-35065ac979ee
bab23129-f8c1-4e15-8268-967ed2f54a08,OnlineCourse,Clinical Operations: Global ISR & Collaborative Contracts (ISR/CO Contracts),"This course is designed primarily for U.S.-based ISR/CO contract managers and will provide you with a brief overview of the overall ISR/CO contracting lifecycle and workstreams—from the initial request through signature up to the finalization of an agreement. It will also detail the associated roles and responsibilities throughout the life cycle, as well as touch on the various systems used, including Apttus.",None,None,None,0,"{'Years': 0, 'Months': 0, 'Days': 0, 'Hours': 0}",None,0,[],[],[],[],[],[],[],False,4afac68a-7f10-4c09-bd5f-1367c943ea16,None,ClinOps,None,Apttus,None,None,None,None,2023-06-27T14:57:54.96,2023-04-24T20:35:52.737,Process Training,https://gilead.myabsorb.com/#/online-courses/bab23129-f8c1-4e15-8268-967ed2f54a08
08729044-74ab-490d-ad87-ae746393d81a,Curriculum,Clinical Site Partner Therapeutic Training,This curriculum includes courses on breast cancer and urothelial carcinoma.,None,None,None,0,"{'Years': 0, 'Months': 0, 'Days': 0, 'Hours': 0}",None,0,['46a5bf6c-918a-4a76-9d71-97cd4407ec14'],[],[],[],[],[],[],False,e8f23491-772d-46bf-8419-9a3964c0ec82,None,ClinOps,LastReview=2023|NextReview=|ContentExpert=Tricia Reese|Commnets=,None,None,None,None,None,2023-07-14T22:59:28.903,2023-02-10T22:09:20.45,Oncology,https://gilead.myabsorb.com/#/Curriculum/08729044-74ab-490d-ad87-ae746393d81a
5f68a1c4-7177-4e1e-b6e9-76f4dd927faa,OnlineCourse,Clinical Systems Onboarding,"This course describes ClinOps clinical systems, dashboards, and data flows. It identifies systems and data types that integrate with GILDA by function. After viewing a demo on how to access systems, dashboards, and resources, the learner will practice accessing system homepages and resources.","September 2021 
Instructional Designer - Hallie Sinor
SME - Kieran Alcumbrac",None,None,0,"{'Years': 0, 'Months': 0, 'Days': 0, 'Hours': 0}",None,0,"['2f375662-0a3b-4a56-926c-05d16892f510', 'f590b950-b48d-4ac0-a53a-0c25dfae3744', '24779265-137e-4785-b590-9d2eb772ddfc', '90c43666-7ed8-4f92-ac01-9fb538ee096b', 'b283c10c-8178-45a4-9f0d-cf39b751b186']",[],[],[],[],[],[],False,056df89b-d227-4d0d-986b-9f7bf7f7a48d,None,ClinOps Development,LastReview=2021|NextReview=|ContentExpert=Kieren Alcumbrac|Commnets=,None,None,None,None,None,2023-07-22T22:09:57.71,2021-09-08T20:19:07.73,Systems Training,https://gilead.myabsorb.com/#/online-courses/5f68a1c4-7177-4e1e-b6e9-76f4dd927faa
cd1a3da1-e690-4d70-ac00-6704d0092eca,OnlineCourse,Closing a Study with Labcorp (formerly Covance),None,None,None,None,0,"{'Years': 0, 'Months': 0, 'Days': 0, 'Hours': 0}",None,0,[],[],[],[],[],[],[],False,983f8dc3-48a6-4ebd-9e6a-216d897809ea,None,ClinOps,LastReview=2022|NextReview=|ContentExpert=|Commnets=,None,None,None,None,None,2023-07-22T18:34:12.7,2021-07-20T16:34:32.467,Gilead Partner Training,https://gilead.myabsorb.com/#/online-courses/cd1a3da1-e690-4d70-ac00-6704d0092eca
37c9aee4-85ff-4edb-9953-33a6c446223c,OnlineCourse,Colon Cancer,"This lesson includes information on the cause, diagnosis, and treatment of colon cancer.",None,None,None,0,"{'Years': 0, 'Months': 0, 'Days': 0, 'Hours': 0}",None,0,[],[],[],[],[],[],[],False,e8f23491-772d-46bf-8419-9a3964c0ec82,None,All Departments ,None,Syneos,None,None,None,None,2023-07-01T14:03:46.74,2023-03-16T21:45:35.177,Oncology,https://gilead.myabsorb.com/#/online-courses/37c9aee4-85ff-4edb-9953-33a6c446223c
480ac018-825c-441e-b5aa-0c956405cc51,OnlineCourse,Cost Benefit Analysis for Early Phase Study Size Optimization,This lesson introduces the process where a study management team can determine if a study amendment request for an Early Phase study should be implemented as an amendment or if a new study should be initiated.,None,None,None,0,"{'Years': 0, 'Months': 0, 'Days': 0, 'Hours': 0}",None,0,[],[],[],[],[],[],[],False,4ba86940-789e-498b-9156-dfa27a9bf95b,None,ClinOps,None,None,None,None,None,None,2023-06-27T15:00:08.543,2023-05-01T16:18:29.92,Clinical Operations,https://gilead.myabsorb.com/#/online-courses/480ac018-825c-441e-b5aa-0c956405cc51
99a8f2e4-d710-4745-b0f3-42d9de481a31,Curriculum,CPA-CTMA Path,This curriculum includes a blend of technical and soft skills courses specifically curated for this level and function.,None,None,None,0,"{'Years': 0, 'Months': 0, 'Days': 0, 'Hours': 0}",None,0,[],[],[],[],[],[],[],False,19e726d6-22aa-4d51-afd0-c29ad1c1e051,None,ClinOps,None,None,None,None,None,None,2023-07-22T18:38:49.94,2018-09-21T21:19:28.393,Clinical Trial Management ,https://gilead.myabsorb.com/#/Curriculum/99a8f2e4-d710-4745-b0f3-42d9de481a31
11252cbe-5b3f-47ca-ba20-e6b5288a5ed4,Curriculum,CPM Path,This curriculum includes a blend of technical and soft skills courses specifically curated for this level and function.,None,None,None,0,"{'Years': 0, 'Months': 0, 'Days': 0, 'Hours': 0}",None,0,[],[],[],[],[],[],[],False,19e726d6-22aa-4d51-afd0-c29ad1c1e051,None,ClinOps,None,None,None,None,None,None,2023-07-22T18:39:42.397,2018-10-24T05:02:37.213,Clinical Trial Management ,https://gilead.myabsorb.com/#/Curriculum/11252cbe-5b3f-47ca-ba20-e6b5288a5ed4
4ec66ef7-d62b-4e74-9db1-900f07a89214,OnlineCourse,Crohn’s Disease,"The two most common forms of inflammatory bowel disease (IBD) are ulcerative colitis and Crohn's disease. This lesson examines the pathophysiology and epidemiology of Crohn's disease.  This lesson includes sections on the cause, diagnosis, and treatment of Crohn's disease.",None,None,None,0,"{'Years': 0, 'Months': 0, 'Days': 0, 'Hours': 0}",None,0,[],[],[],[],[],[],[],False,a7c17eb5-fad9-4f1d-921e-0ee375005db0,None,All Departments,None,Syneos,None,None,None,None,2023-06-27T15:37:37.97,2023-03-18T21:55:12.037,Inflammation,https://gilead.myabsorb.com/#/online-courses/4ec66ef7-d62b-4e74-9db1-900f07a89214
05c495ae-d258-40d2-9056-122af85085bf,Curriculum,CTM Path,This curriculum includes a blend of technical and soft skills courses specifically curated for this level and function.,None,None,None,0,"{'Years': 0, 'Months': 0, 'Days': 0, 'Hours': 0}",None,0,[],[],[],[],[],[],[],False,19e726d6-22aa-4d51-afd0-c29ad1c1e051,None,ClinOps,None,None,None,None,None,None,2023-07-22T18:42:00.557,2018-10-18T21:55:40.26,Clinical Trial Management ,https://gilead.myabsorb.com/#/Curriculum/05c495ae-d258-40d2-9056-122af85085bf
ac4dc676-4c94-4ea0-a4b9-6670b27356e8,OnlineCourse,Development Finance Spotfire Budget Application (November 2020),"This module will take approximately 15 minutes to complete. Spotfire is a dashboard budget reporting application that provides ClinOps with access and transparency to their study budgets.This short eLearning provides you with the knowledge you will need to leverage this helpful finance budget reporting tool. After completing the course, you will be able to: Understand the benefits of using the tool for your own projects in particular and for the business in general Apply the required steps to access and use the tool to acquire data for the following 3 reports: Total Budget and Actuals (Current Year) Total Budget and Actuals (All Year) Study POs (by Quarter by Year) This module is recommended for ClinOps Clinical Trial Management personnel  - CTMAs and above.",None,None,None,0,"{'Years': 0, 'Months': 0, 'Days': 0, 'Hours': 0}",None,0,"['f249dfb5-af64-470b-b69e-0657139cfe5c', '28f07cbf-0fda-430a-afac-0feb542ded55', '7f58b462-b309-4b2f-ad2d-6be5ea1b2040']",[],[],[],[],[],[],False,19866d46-b924-414e-9568-9e695cec27e4,None,ClinOps Development,LastReview=2020|NextReview=|ContentExpert=|Commnets=,None,None,None,None,None,2023-07-22T22:18:16.743,2020-10-23T16:49:11.22,Financial Acumen,https://gilead.myabsorb.com/#/online-courses/ac4dc676-4c94-4ea0-a4b9-6670b27356e8
a23aacc1-c29d-469f-9b77-8faedc1043f8,Curriculum,Director Path (CTM),This curriculum includes a blend of technical and soft skills courses specifically curated for this level and function.,None,None,None,0,"{'Years': 0, 'Months': 0, 'Days': 0, 'Hours': 0}",None,0,[],[],[],[],[],[],[],False,19e726d6-22aa-4d51-afd0-c29ad1c1e051,None,ClinOps,None,None,None,None,None,None,2023-07-22T20:12:07.47,2018-10-18T19:52:30.15,Clinical Trial Management ,https://gilead.myabsorb.com/#/Curriculum/a23aacc1-c29d-469f-9b77-8faedc1043f8
ad6850ce-cc6f-4b9e-b214-bab564078611,OnlineCourse,"Emergency Action Plan and Life Safety Equipment (Foster City, CA-US)",This course will provide information on the Foster City Emergency Action Plan and Life Safety Equipment.,None,None,None,0,"{'Years': 0, 'Months': 0, 'Days': 0, 'Hours': 0}",None,0,['b283c10c-8178-45a4-9f0d-cf39b751b186'],[],[],[],[],[],[],False,94c64628-3cd8-41da-a329-e3ff7c116c12,None,ClinOps,None,None,None,None,None,None,2023-03-20T23:52:38.543,2018-09-28T05:48:19.967,Gilead Onboarding,https://gilead.myabsorb.com/#/online-courses/ad6850ce-cc6f-4b9e-b214-bab564078611
5f3ba853-85eb-41e3-a436-8153e97d0704,Curriculum,Foster City Onboarding (Contractor),This curriculum is design specifically for new hires based in North America.,None,None,None,0,"{'Years': 0, 'Months': 0, 'Days': 0, 'Hours': 0}",None,0,[],[],[],[],[],[],"['d510982d-e68b-4372-9791-fce0912a41b5', 'ad6850ce-cc6f-4b9e-b214-bab564078611']",False,2d071251-ee19-455c-9f90-bde248fe57fe,None,ClinOps, LastReview=2020|NextReview=|ContentExpert=|Commnets=,None,None,None,None,None,2023-07-22T23:10:14.11,2018-10-19T21:03:04.8,Onboarding,https://gilead.myabsorb.com/#/Curriculum/5f3ba853-85eb-41e3-a436-8153e97d0704
45566aba-63c1-4e21-b5b7-d998f530439e,Curriculum,Foster City Onboarding (FTE),This curriculum is design specifically for new hires based in North America.,None,None,None,0,"{'Years': 0, 'Months': 0, 'Days': 0, 'Hours': 0}",None,0,[],[],[],[],[],[],"['ad6850ce-cc6f-4b9e-b214-bab564078611', 'd510982d-e68b-4372-9791-fce0912a41b5', '85cd03ec-6935-4a11-89b3-ff29351d1b8f']",False,2d071251-ee19-455c-9f90-bde248fe57fe,None,ClinOps,LastReview=2020|NextReview=|ContentExpert=|Commnets=,None,None,None,None,None,2023-07-22T23:12:18.803,2018-10-22T16:57:57.93,Onboarding,https://gilead.myabsorb.com/#/Curriculum/45566aba-63c1-4e21-b5b7-d998f530439e
13ef72c3-9929-4356-a7cd-c279a09824c2,Curriculum,Foundations of Clinical Monitoring Program (FCM) -Spring 2023,This is the curriculum for the virtual US Cohort for ClinOps Foundations of Clinical Monitoring (FCM).,None,None,None,0,"{'Years': 0, 'Months': 0, 'Days': 0, 'Hours': 0}",None,0,['cfc79b3f-f5de-44a4-bdae-098b8bbd0e10'],[],"['5ba7bff8-16b4-4ff7-aed6-6f8a6f377b27', '497dc73b-2035-4121-ae5c-acd04cdbb4b9']",[],[],[],[],False,d2ff51b8-1d5e-4501-9a5c-a7db739f4587,None,ClinOps,None,None,None,None,None,None,2023-06-20T20:56:13.773,2023-06-20T20:49:15.38,STEP,https://gilead.myabsorb.com/#/Curriculum/13ef72c3-9929-4356-a7cd-c279a09824c2
7c2b87e2-12b4-4539-82cb-ce23892c8b34,OnlineCourse,Foundations of Clinical Trials,An introduction to Clinical Trials for new Gilead employees.,None,None,None,0,"{'Years': 0, 'Months': 0, 'Days': 0, 'Hours': 0}",None,0,[],[],[],[],[],[],[],False,2d071251-ee19-455c-9f90-bde248fe57fe,None,ClinOps Development,LastReview=2023|NextReview=|ContentExpert=Peter Tiziani|Commnets=,None,None,None,None,None,2023-07-22T22:28:34.62,2023-04-28T23:27:58.79,Onboarding,https://gilead.myabsorb.com/#/online-courses/7c2b87e2-12b4-4539-82cb-ce23892c8b34
464363a4-0354-4d8e-b0eb-7a85fa2a585b,OnlineCourse,Gastrointestinal System,"The gastrointestinal (GI) system encompasses all the organs that control ingestion, digestion, absorption, and elimination. The gastrointestinal system is commonly also referred to as the digestive system or alimentary tract. This course describes the anatomy, the physiology, and how acid-related disorders and inflammatory disease relate to the gastrointestinal system.",None,None,None,0,"{'Years': 0, 'Months': 0, 'Days': 0, 'Hours': 0}",None,0,[],[],[],[],[],[],[],False,a7c17eb5-fad9-4f1d-921e-0ee375005db0,None,All Departments,None,Syneos,None,None,None,None,2023-06-27T15:40:16.883,2023-03-16T21:08:09.96,Inflammation,https://gilead.myabsorb.com/#/online-courses/464363a4-0354-4d8e-b0eb-7a85fa2a585b
e814cc5f-58f1-447b-a182-832600fa0c76,OnlineCourse,Gilead 101 Lecture Series: COVID-19,Mark Thrun (COVID-19 Medical Affairs) presents the role Gilead has played in responding to COVID-19.,None,None,None,0,"{'Years': 0, 'Months': 0, 'Days': 0, 'Hours': 0}",None,0,"['56cb2c94-25bb-446f-a812-b1900cc69faa', '31e10bc7-d01d-4a06-a45a-c37855454db0', '3d5fd47f-571a-4647-8ca9-fba8f2ecb920']",[],[],[],[],[],[],False,6bf96778-b0f2-4116-9e0a-769b1046caeb,None,ClinOps Development,LastReview=2022|NextReview=|ContentExpert=Jeff Narvid|Commnets=,None,None,None,None,None,2023-07-14T22:52:38.293,2021-12-14T21:59:46.907,COVID-19,https://gilead.myabsorb.com/#/online-courses/e814cc5f-58f1-447b-a182-832600fa0c76
21e61673-4a5a-4fea-9e58-43091e799b7f,OnlineCourse,Gilead 101 Lecture Series: Hepatitis B Virus (HBV) ,"Belinda Jump (International Medical Affairs) presents the basics of  chronic HBV, its global impact and the role Gilead has played in advancing therapy.",None,None,None,0,"{'Years': 0, 'Months': 0, 'Days': 0, 'Hours': 0}",None,0,"['2af40fd2-786b-41a5-b6da-0c2c6906f871', '5f16c4b7-b4dc-409d-8efb-64c0e0b82717', '31e10bc7-d01d-4a06-a45a-c37855454db0']",[],[],[],[],[],[],False,c91f3057-f220-4e32-a713-c204378f0bfe,None,ClinOps Development,LastReview=2021|NextReview=|ContentExpert=Jeff Narvid|Commnets=,None,None,None,None,None,2023-07-14T22:41:45.413,2021-12-14T21:32:55.54,Hepatitis B Virus (HBV),https://gilead.myabsorb.com/#/online-courses/21e61673-4a5a-4fea-9e58-43091e799b7f
6252c83e-413e-4697-91f4-66e0f462f893,OnlineCourse,Gilead 101 Lecture Series: Hepatitis C Virus (HCV),Bruce Kreter (Liver Disease Medical Affairs) presents the basics of HCV and the role Gilead has played in advancing therapy.,None,None,None,0,"{'Years': 0, 'Months': 0, 'Days': 0, 'Hours': 0}",None,0,"['5f16c4b7-b4dc-409d-8efb-64c0e0b82717', 'cc68418d-58d0-4312-b1cc-86ce35bb363d', '31e10bc7-d01d-4a06-a45a-c37855454db0']",[],[],[],[],[],[],False,c1cca776-e250-4fb5-86dd-f425af1a1bdd,None,ClinOps Development,LastReview=2021|NextReview=|ContentExpert=Jeff Narvid|Commnets=,None,None,None,None,None,2023-07-14T22:42:21.253,2018-10-25T23:13:58.257,Hepatitis C Virus (HCV),https://gilead.myabsorb.com/#/online-courses/6252c83e-413e-4697-91f4-66e0f462f893
ff848264-38b2-44db-8091-59e099dd2577,OnlineCourse,Gilead 101 Lecture Series: HIV Prevention,Kesha O'Reilly (HIV Prevention Medical Affairs) presents the basics of HIV prevention.,None,None,None,0,"{'Years': 0, 'Months': 0, 'Days': 0, 'Hours': 0}",None,0,"['9cd32744-b2a3-450d-a76c-20c4ba943fa0', '31e10bc7-d01d-4a06-a45a-c37855454db0']",[],[],[],[],[],[],False,1efea276-02a4-46fa-a5e5-05ddfe2cfc15,None,ClinOps Development,LastReview=2021|NextReview=|ContentExpert=Jeff Narvid|Commnets=,None,None,None,None,None,2023-07-14T22:42:51.867,2021-12-14T22:06:06.19,HIV Treatment,https://gilead.myabsorb.com/#/online-courses/ff848264-38b2-44db-8091-59e099dd2577
74b01450-f1d7-484d-9c03-fc030bcac157,OnlineCourse,Gilead 101 Lecture Series: HIV Treatment,David Piontkowsky (VP Medical Affairs) presents the basics of HIV treatment.,None,None,None,0,"{'Years': 0, 'Months': 0, 'Days': 0, 'Hours': 0}",None,0,"['9cd32744-b2a3-450d-a76c-20c4ba943fa0', '31e10bc7-d01d-4a06-a45a-c37855454db0']",[],[],[],[],[],[],False,1efea276-02a4-46fa-a5e5-05ddfe2cfc15,None,ClinOps Development,LastReview=2021|NextReview=|ContentExpert=Jeff Narvid|Commnets=,None,None,None,None,None,2023-07-14T22:43:17.6,2021-12-14T22:10:09.123,HIV Treatment,https://gilead.myabsorb.com/#/online-courses/74b01450-f1d7-484d-9c03-fc030bcac157
